"norm_v1","ind_v1","average_score_v1","score_v1","prev_score_v1","mathscore_v1","funding_v1","year_v1","distid_v1","pct_wh_v1","pct_hi_v1","pct_aa_v1","percentfrl_v1","frl_bin_v1","fte_t_v1","fte_a_v1","fte_p_v1","yrs_teach_v1"
-7,1,-0.542823360453557,328.960815465559,-0.144019398826474,-0.493608405310844,96.9,2009,3066597,1.54999995231628,96.620002746582,0.699999988079071,0.942253530025482,3,32,2,4.60000002384186,3
-45,1,-1.60513392592933,312.656775646017,-1.25200482511468,-1.12166102590375,96.9,2007,4469799,3.38000011444092,96.0400009155273,0,0.903083682060242,3,26,2,0,3
-2,1,-1.00131434719041,321.924026462796,-0.638125526286766,-0.908700654553282,96.9,2006,3367249,28.25,59.6199989318848,4.78000020980835,0.658509433269501,2,34,3,3,2
-3,1,-0.686959656036275,326.748652677204,-0.532087522113245,-0.577830021099163,96.9,2007,3066423,6.82999992370605,83.2900009155273,1.11000001430511,0.807940900325775,3,50,2,1,3
-76,1,-0.655301187041389,327.234537837244,-1.29245204385368,-0.524690192089866,96.9,2006,1573908,0.759999990463257,98.6399993896484,0.150000005960464,0.989425957202911,3,37,2,0,3
-30,1,-0.177342949679949,334.570104654777,-0.697130870911326,0.225283243739462,96.9,2006,1964733,0.0900000035762787,81.7900009155273,17.7700004577637,0.890243887901306,3,55,5,1,2
-60,1,-1.69770233883768,311.23606202503,-1.66612963991684,-1.32379290379572,96.9,2005,3467439,6.71000003814697,27.2299995422363,19.4799995422363,0.6567742228508,2,40.330000013113,3,2.60000002384186,3
-82,1,-2.16271435817468,304.099190072298,-1.86947206264318,-1.49323877365555,96.9,2005,3066670,0.239999994635582,98.3099975585938,0,0.934624671936035,3,37,1,0,3
-39,1,1.15474426547074,355.014599612042,0.186072447584211,1.03441233827726,96.9,2009,1964733,0.850000023841858,9.11999988555908,88.3199996948242,0.783475756645203,3,22,3,0,3
-76,1,-0.325103059408038,332.30232459964,-0.415355228125014,-0.00732883796161115,96.9,2008,1573908,0.649999976158142,99.0199966430664,0.159999996423721,0.959150314331055,3,36,2,0,3
-36,1,-0.157908632710201,334.868377013198,-0.598524347946265,-0.301770280459669,96.9,2009,3968676,4.65999984741211,58.6599998474121,13.7799997329712,0.862197399139404,3,29,2,0,1
-32,1,-1.95587874511864,307.273644117057,-1.35602760853694,-1.75773475276221,96.9,2005,1964857,10.1300001144409,70.4800033569336,15.1999998092651,0.836468875408173,3,30,1,2,3
-85,1,-0.926175560433771,323.077235148736,-0.900331044405879,-0.559381476688387,96.9,2007,2775440,2.41000008583069,93.629997253418,0.170000001788139,0.927710831165314,3,26.2000000029802,1,1,3
-23,1,0.204407351522223,340.429099485667,-0.712921024888156,0.00209596190041345,96.9,2008,1062166,8.64000034332275,53.6399993896484,11.210000038147,0.821212112903595,3,35.1500000506639,3,0,4
-14,1,-0.53508815655958,329.07953317053,-0.345686232157938,-0.268014791592127,96.9,2006,3768338,10.3999996185303,52.0099983215332,30.5400009155273,0.818791925907135,3,22,1.60000002384186,2,3
-30,1,0.988597981833847,352.464633799482,0.591288668233665,0.813831915974512,96.9,2008,1964733,4.67000007629395,85.75,6.3899998664856,0.852579832077026,3,22,1,1,3
-37,1,0.0131571944364801,337.493846577565,-0.404800443377749,0.26639141335043,96.9,2009,3467447,12.25,62.5800018310547,17.8099994659424,0.916666686534882,3,34.4000000655651,2,1,2
-53,1,-1.30415171737115,317.276164808459,-1.33115908393958,-1.12727580028963,96.9,2005,1062166,16.1299991607666,61.3899993896484,10.3800001144409,0.996975779533386,3,48.8600000143051,3,0,3
-77,1,-0.459273255063811,330.243118672805,-1.05231132593752,-0.607909169594992,96.9,2009,4369666,1.55999994277954,88.4199981689453,0.670000016689301,0.897550106048584,3,21,1,1,3
-28,1,0.745831964752802,348.738730153265,-0.72863824413458,0.476143342194674,96.9,2006,3768023,4.69000005722046,89.1100006103516,2.34999990463257,0.643216073513031,2,30,1,3,3
-37,1,2.34634007046201,373.302872443703,1.016384086502,1.64401641445938,96.9,2009,4169005,3.07999992370605,93.4599990844727,0.579999983310699,0.865384638309479,3,29,2,0,2
-5,1,0.502567688980239,345.005179374646,0.440073684570125,0.0585110759681467,96.9,2009,3567470,13.3000001907349,80.8899993896484,0.46000000834465,0.677370011806488,3,30,2,1,3
-8,1,0.413309957475755,343.635277148361,-0.0719831033727259,0.0157318425518571,96.9,2009,1563321,16.4799995422363,59.9300003051758,15.3599996566772,0.891385793685913,3,14,1,0,3
-47,1,-0.422749642121578,330.803672675671,-0.707521078231931,-0.902016399331986,96.9,2006,1964873,1.87999999523163,85.3399963378906,9.31999969482422,0.887958109378815,3,44,2,2,2
-7,1,-1.44533404628429,315.109338658721,-1.03355348634391,-0.795202000895686,96.9,2005,4970615,16.8099994659424,72.1600036621094,4.23999977111816,0.916808128356934,3,32.9700000435114,1,0.400000005960464,3
-39,1,0.27184805313987,341.464160154709,-1.057141564717,-0.0544528372717456,96.9,2005,1964733,0.439999997615814,11.6000003814697,87.5299987792969,0.746170699596405,3,26,3,0,2
-19,1,-0.458247795403148,330.25885713544,-0.333733598769233,-0.413397342655301,96.9,2006,2465755,21.6100006103516,69.8899993896484,3.53999996185303,0.588910162448883,2,42,2,1,2
-57,1,-1.3573018497748,316.460431723158,-0.747547977523204,-0.731233678427889,96.9,2006,1563321,10.5699996948242,80.2300033569336,6.44000005722046,0.949425280094147,3,44.2599999606609,2,0,3
-87,1,-2.49092991031086,299.061831313633,-1.5636121095657,-1.41703826413279,96.9,2005,4369666,2.97000002861023,92.370002746582,1.48000001907349,0.836864411830902,3,28.5,1,0,2
-33,1,-1.10529124632178,320.328218646472,-1.04692407094395,-0.619539773680045,96.9,2009,5471993,7.05999994277954,89.4100036621094,0.140000000596046,0.829096019268036,3,33,2,0,3
-6,1,-0.165144787744866,334.7573185679,0.0069572510742906,-0.451497597416684,96.9,2007,2473619,16.2099990844727,83.4499969482422,0,0.724137902259827,3,18,1,0,2
-58,1,0.230164179780763,340.824407945547,0.179008663145524,0.362644688537081,96.9,2009,1964733,0,68.6900024414062,30.9899997711182,0.964856207370758,3,36,4,0,3
-45,1,-1.72701633402059,310.786159180924,-1.31253300344706,-1.22753962860906,96.9,2006,2475317,14.8599996566772,75.3000030517578,6.82999992370605,0,1,28,1,1,3
-42,1,-1.63775388191686,312.156133857621,-1.01959923115635,-1.2483945048995,96.9,2006,2766142,5.55999994277954,85.370002746582,0.740000009536743,0.879629611968994,3,25,1,0,4
-20,1,-0.908514723178581,323.348288645908,-0.638367624594149,-1.19846311839643,96.9,2007,3868478,0.860000014305115,84.5500030517578,3.4300000667572,0.871244609355927,3,14.5,1,0,2
-65,1,0.587743140482025,346.312427930825,-0.262797228060943,0.719583917354247,96.9,2009,3066670,0,99.7799987792969,0,0.94021737575531,3,43.7000001072884,2,0,3
-2,1,-0.13993497863559,335.144231533768,-0.711248479541802,-0.407381512956134,96.9,2005,1964873,2.98000001907349,94.0500030517578,1.98000001907349,0,1,56.75,2,2,3
-36,1,-1.36428282717071,316.353289671539,-1.16755637268953,-1.04385629512787,96.9,2005,1062166,2.69000005722046,69.6600036621094,9.68000030517578,0.997005999088287,3,46,3,0,3
-32,1,-0.0263751972130737,336.887114696548,-0.296256823458911,0.123014138853644,96.9,2008,761754,17.0599994659424,64.7099990844727,7.44999980926514,0.727450966835022,3,26,2,1.60000002384186,2
-2,1,0.00800452106711976,337.414764815112,-0.199556465441721,0.0511583952247194,96.9,2006,1964873,2.20000004768372,94.6699981689453,1.86000001430511,0.801016092300415,3,52,2,2,3
-77,1,-1.85952552268465,308.75244591604,-2.06876144435594,-1.23422388383036,96.9,2005,5471902,2.16000008583069,93.9199981689453,0,0.970588207244873,3,21.8000000119209,1,0,3
-6,1,0.237181016861308,340.932100361387,-0.261314262130656,0.052829459030044,96.9,2009,2473619,13.2299995422363,85.5999984741211,0,0.871595323085785,3,18,1,0,2
-29,1,-0.681247495722714,326.836321285834,-0.946420786997953,-0.694136061949703,96.9,2006,1965110,3.60999989509583,92.5999984741211,0.189999997615814,0.851992428302765,3,27,1,0,3
-15,1,0.198618252399626,340.340250042122,0.329359089168345,-0.177777346104643,96.9,2009,161259,1.92999994754791,14.0100002288818,70.0500030517578,0.661835730075836,3,13,1,0,3
-24,1,-0.994562797316722,322.027647326187,-1.0648057379628,-0.774347124605246,96.9,2006,3367090,6.42999982833862,85.2900009155273,4.44999980926514,0.867737948894501,3,40,1,0,2
-64,1,-2.45476162635094,299.61693182854,-1.59540800870843,-1.65265826068344,96.9,2006,1964733,0.259999990463257,70.2200012207031,28.5699996948242,0.923407912254333,3,57,5,2,2
-5,1,0.183885638942428,340.114138089311,0.00555388680904245,0.132037883402392,96.9,2006,1964592,1.25,58.8400001525879,31.3600006103516,0.889395654201508,3,42,2,2,3
-3,1,-0.718907080410198,326.258332712353,-0.312653334359972,-0.512658532691537,96.9,2007,1964733,0.689999997615814,97.7900009155273,0.409999996423721,0.877241373062134,3,41,2,1,3
-63,1,-0.703367212218694,326.496834180774,-1.10368521887591,-0.444479129434323,96.9,2007,4169005,0.219999998807907,94.5199966430664,1.32000005245209,0.879385948181152,3,26.1000000536442,3,0,2
-13,1,-1.81978642318228,309.362350290275,-1.17415068668364,-0.94379299446508,96.9,2005,3667710,3.5,93.8000030517578,1.52999997138977,0.876909255981445,3,52,6,2,2
-14,1,0.541570181220344,345.603778510539,0.228106987280647,0.504016686467475,96.9,2009,3768338,9.72000026702881,54.8600006103516,28.1299991607666,0.888888895511627,3,20.5,1,0,3
-16,1,-0.471418435182232,330.056717909505,-0.823365994746521,-0.362062262555755,96.9,2008,3675051,55.9799995422363,34.9599990844727,4.17000007629395,0.865942001342773,3,27.6000000238419,0,0,3
-23,1,0.211004667550715,340.530353211956,0.0145915676724317,-0.0291863525352473,96.9,2008,3667686,1.87000000476837,93.1399993896484,2.80999994277954,0.851794064044952,3,33,1,0,2
-25,1,-0.369860802585765,331.6153955125,-0.526646966403808,-0.468742975887626,96.9,2006,1062166,17.7000007629395,52.3699989318848,14.4200000762939,0.994525551795959,3,36.0000000298023,2,0.600000023841858,4
-71,1,-2.0785102024876,305.391531457115,-1.68588146122409,-1.52699426252309,96.9,2005,1973437,0.200000002980232,86.9400024414062,12.4499998092651,0.938775539398193,3,18,1,1,2
-75,1,0.850545202600894,350.345839086371,-0.184405723492385,0.728808189559635,96.9,2009,1062166,4.55000019073486,57.75,4.98000001907349,0.918918907642365,3,33,3,1,3
-51,1,-0.805159078744513,324.934561622185,-1.06450241089709,-0.256183659850436,96.9,2006,3968676,2.26999998092651,61.3600006103516,23.2299995422363,0.898989915847778,3,24,2,1,3
-14,1,0.128206241427304,339.259586563874,-0.473133494186181,0.0518268207468506,96.9,2008,3667710,2.0699999332428,95.6699981689453,1.12999999523163,0.849340856075287,3,28,2,1,3
0,1,-0.374110374045691,331.550174300784,-0.219481484408728,-0.367275981628362,96.9,2005,1964733,0.319999992847443,70.8099975585938,26.7700004577637,0.899999976158142,3,33,3,0,2
-2,1,0.112181691382935,339.013646336501,-0.0328376516837247,0.0989508200569827,96.9,2006,1973437,0,46.2299995422363,53.2099990844727,0.930188655853271,3,25,1,0,3
-43,1,-0.0298842634098093,336.833258548581,-0.561770641827282,0.201554137703865,96.9,2007,1964808,1,98.5,0,0.898333311080933,3,30,2,0,4
-4,1,1.57297591511377,361.433499782275,0.742396876420392,1.01937276402934,96.9,2009,761697,18.1499996185303,19.7399997711182,22.6499996185303,0.602649033069611,2,41.8000000119209,3,1,3
-14,1,0.519704167524469,345.268185163755,-0.08890681399529,0.667847781941421,96.9,2006,4970904,10.5,80.1800003051758,1.77999997138977,0.736686408519745,3,33.8000000119209,2,1.40000000596046,2
-18,1,-0.386891199982401,331.354017826613,-0.818246000952428,-0.41272891713317,96.9,2005,1363107,31.6000003814697,59.2000007629395,5.19999980926514,0.987999975681305,3,13,1,0,3
-71,1,-1.07837505190923,320.741320727685,-0.958269608890878,-1.0631069501652,96.9,2006,1964733,0.819999992847443,97.8099975585938,0.819999992847443,0.916438341140747,3,38,4,0,3
-20,1,-0.704330039715621,326.48205697874,-0.943448804013218,-0.301101854937538,96.9,2005,1964733,0,82.5100021362305,17.1000003814697,0.948792278766632,3,49,4,0,2
-51,1,-1.00508911427649,321.8660924133,-1.74079665105083,-0.637988318090821,96.9,2007,1563842,6.78000020980835,89.1800003051758,3.3199999332428,0.888888895511627,3,39,1,0,3
-2,1,-0.506099508546616,329.52444267899,-0.875127780477083,-0.369281258194751,96.9,2006,1964212,3.05999994277954,86.9599990844727,3.05999994277954,0.916264116764069,3,28.5,2,0,4
-13,1,-1.64764130573863,312.004384494542,-1.17838012431776,-0.85957137867676,96.9,2006,1964733,0.28999999165535,96.0199966430664,2.24000000953674,0.906657040119171,3,71,4,1,3
-86,1,-1.07381761423177,320.811266982371,-1.50405682799995,-0.698948725709035,96.9,2008,3373676,0.300000011920929,98.9199981689453,0.100000001490116,0.992118239402771,3,52,3,0,2
-89,1,0.148015580354787,339.563614652428,-0.153838517445126,0.138053713101561,96.9,2008,3066670,0.46000000834465,97.8399963378906,0.920000016689301,0.915254235267639,3,33,2,0,4
-29,1,-1.66308397844641,311.767374754706,-1.11080277488892,-1.51964158177967,96.9,2005,1964873,1.12000000476837,81.7699966430664,15.9899997711182,0,1,35,2,2,3
-20,1,-1.5090199384276,314.131905735438,-1.33175723437312,-1.33281664834446,96.9,2008,1563321,5.55999994277954,82.4800033569336,9.61999988555908,0.927350401878357,3,26.5599999725819,1,1,3
-74,1,-1.70026807553582,311.196683829376,-1.68090365011058,-1.25240505803228,96.9,2005,3667819,6.38000011444092,88.1800003051758,2.20000004768372,0.777196645736694,3,44,4,0,3
-76,1,-1.7980335610817,309.696207018621,-2.09597932838857,-1.20949213951157,96.9,2007,761796,0.239999994635582,77.8300018310547,15.5699996948242,0.992924511432648,3,23.5,1,0,3
-68,1,0.243822667002869,341.034034515009,-0.100128839031857,0.520058898998583,96.9,2009,1964733,0.25,87.5100021362305,12.0699996948242,0.936295032501221,3,59.5,4,0,3
-7,1,-0.645295434034976,327.388103282927,-1.27655022531463,-0.291075472105597,96.9,2006,161259,1.70000004768372,5.09999990463257,81.870002746582,0.66005665063858,3,18,2,0,4
-64,1,-0.0287776829411208,336.850242030259,-0.611515275449238,0.0167344808350505,96.9,2007,1964733,0.180000007152557,76.3600006103516,23.3600006103516,0.905817151069641,3,54,4,2,2
-24,1,-0.090072168077599,335.909511740209,-0.422872257437066,0.147077457650308,96.9,2007,1964733,0.100000001490116,82.5500030517578,16.7800006866455,0.933461904525757,3,53,3,1,2
-74,1,-0.284387229096049,332.92721955999,-1.26865514832622,0.189188265544469,96.9,2006,5472199,4.59000015258789,93.6699981689453,0.319999992847443,0.946202516555786,3,35,2,1.5,3
-24,1,-0.296614885434382,332.739552975172,0.0711836992825481,-0.229714009174105,96.9,2009,1964469,0,88.4499969482422,6.3899998664856,0.923832952976227,3,22,1,0,4
-17,1,-0.838775630084072,324.418624372337,-0.913058689585393,-0.685312845057592,96.9,2005,5472256,13.460000038147,81.2699966430664,2.36999988555908,0.825857520103455,3,17.8000000119209,1,0,4
0,1,0.189454498039235,340.199607351704,-0.294987226406154,0.142064266234337,96.9,2009,3367181,30.6299991607666,56.0099983215332,7.94999980926514,0.67681896686554,3,22,1,1,4
-72,1,0.0102294582306478,337.44891251663,-0.0784344797630149,-0.0183578590767497,96.9,2009,4369666,1.19000005722046,95.9300003051758,0.509999990463257,0.932203412055969,3,34,1,1,2
-27,1,-1.27147160513142,317.777729857871,-1.32200225493383,-0.849544995844818,96.9,2007,3467447,21.2999992370605,48.7000007629395,23.0400009155273,0.915217399597168,3,32.8000000119209,2,1,2
-38,1,-1.83712335262373,309.09626803792,-1.13894746403418,-0.885038391069895,96.9,2006,5672538,1.87999999523163,94.8399963378906,0.939999997615814,0.866979658603668,3,32,1,0,3
-45,1,-1.74904785974624,310.448025602675,-1.48019071142361,-1.28529159372106,96.9,2006,4469799,5.3600001335144,93.4499969482422,0.449999988079071,0.91220235824585,3,28,2,0,3
-24,1,-1.12397558478777,320.041456744396,-1.16006012067183,-1.01698558913826,96.9,2005,1964709,0.209999993443489,96.9100036621094,1.37999999523163,0.905319154262543,3,46.5,2,2,4
-70,1,-0.614529461533379,327.860290661133,-0.909359003315553,-0.0059251443651427,96.9,2009,3373676,0.140000000596046,98.8899993896484,0,0.970873773097992,3,40,1,1,3
-49,1,-1.80965689048819,309.51781547133,-1.79059472283473,-1.26162933023767,96.9,2005,3066670,0,98.5199966430664,0.419999986886978,0.914103925228119,3,43,2,0,2
-46,1,-1.21021645336558,318.717856470558,-1.38584896865454,-1.17219399537674,96.9,2006,4369369,0.400000005960464,89.3399963378906,1.4099999666214,0.993963778018951,3,26,2,0,3
-33,1,-1.55421266721568,313.438300613113,-1.32273912861027,-1.41603562584959,96.9,2008,3667876,10.0200004577637,47.0099983215332,31.6000003814697,0.842003881931305,3,28,1,1,4
-3,1,0.589601062785486,346.340942792864,-0.0859166883659975,0.573198728007882,96.9,2008,1964733,0,99.4300003051758,0.109999999403954,0.359410434961319,2,48,4,2,3
-32,1,-1.13854929470859,319.817783597776,-0.329510828069756,-0.232922451680329,96.9,2007,5471993,10.0500001907349,84.9899978637695,0.129999995231628,0.735368967056274,3,38,2,2,3
-71,1,-0.951139630549683,322.694093714907,-1.43846194333559,-0.574822106249581,96.9,2008,3367249,11.6099996566772,79.9599990844727,5.80999994277954,0.926966309547424,3,31,2,1,2
-17,1,0.068801133761494,338.347853900805,-0.0633851755303726,-0.286663863659542,96.9,2009,5472256,10.8400001525879,79.5199966430664,6.92999982833862,0.927710831165314,3,16,1,0,4
-62,1,-0.189762566951013,334.379491908268,-0.529810751116157,-0.0514449224221631,96.9,2008,3367124,3.63000011444092,83.4499969482422,9.72000026702881,0.94194483757019,3,33,1,1,3
-34,1,-1.74231494421227,310.55136047153,-1.46579295740944,-1.33181401006127,96.9,2006,5672538,7.46999979019165,86.2099990844727,3.48000001907349,0.743556678295135,3,37.5000000149012,1,0,4
-34,1,-0.389673595366433,331.311314415191,-0.511647399157546,-0.293882859298541,96.9,2009,3066423,1.70000004768372,95.5599975585938,0.389999985694885,0.870757162570953,3,35.5,2,0,3
-6,1,-0.224068153933058,333.852979535742,-1.01922795305967,-0.468208235469923,96.9,2006,3667611,37.6100006103516,51.3800010681152,8.26000022888184,0.724770665168762,3,20,1,0,3
-54,1,-2.19975143070291,303.530755638033,-1.59317482004947,-1.98954472383672,96.9,2006,161259,1.05999994277954,11.6099996566772,79.4199981689453,0.746701836585999,3,22,1,0,4
-44,1,-0.869404357188705,323.948543397371,-1.21335915301122,-0.566800999984027,96.9,2005,3066670,0.409999996423721,98.4499969482422,0.330000013113022,0.898527026176453,3,55.5,2,2,4
-5,1,-0.150424458241268,334.983241990092,-0.785096394332063,0.141061627951143,96.9,2005,1964592,0.540000021457672,54.6399993896484,34.6699981689453,0.91036719083786,3,45,2,3,3
-23,1,-1.71955178873684,310.900722894678,-1.32811534432522,-1.63160285673636,96.9,2005,4870581,4.84000015258789,24.6200008392334,49.0099983215332,0.610989034175873,2,21.600000038743,1,0,4
-9,1,-0.464054914625997,330.169731124532,-0.697908648545048,-0.195223252232221,96.9,2006,3667876,5.82000017166138,86.9000015258789,2.70000004768372,0.837837815284729,3,25,1,1,2
-12,1,-1.19963015750259,318.880331922559,-1.56884250670283,-1.3582836607376,96.9,2007,3667876,8.17000007629395,66.9899978637695,19.4400005340576,0.816993474960327,3,29,2,1,3
-92,1,0.84064100334129,350.193832258653,0.167924294563555,0.0758901395435122,96.9,2009,1964733,0.389999985694885,95.75,1.53999996185303,0.862934350967407,3,30,3,0,3
-22,1,-0.848565977339053,324.26836491274,-0.683838999051716,-0.508647979558759,96.9,2006,1964733,0.109999999403954,99.5599975585938,0.330000013113022,0.903654456138611,3,48,3,0,3
-7,1,-1.25140753657209,318.085667464221,-0.967275441057241,-0.755898580194469,96.9,2005,3968676,20.6900005340576,54.8800010681152,11.5699996948242,0.687660694122314,3,43,2,1,3
-59,1,-0.468116581630266,330.107393816852,-1.39259264086293,0.368660518236246,96.9,2005,4168999,0.439999997615814,78.9000015258789,12.0900001525879,0.960439562797546,3,26,3,0,1
-1,1,-0.750201427485572,325.778035991766,-0.436582422267869,-0.235328783559993,96.9,2006,3968676,1.83000004291534,74.2600021362305,10.9499998092651,0.865513920783997,3,55,2,1,2
-17,1,-1.2982138967257,317.367296787553,-0.998122431032932,-0.902684824854114,96.9,2005,3366977,10.7200002670288,84.1100006103516,0.879999995231628,0.698612868785858,3,36,2.5,0,3
-40,1,-0.718825587477751,326.259583442657,-0.60668153808734,-0.769668145950339,96.9,2008,1062331,3.16000008583069,77.3000030517578,3.45000004768372,0.931034505367279,3,17,1,0.670000016689301,2
-28,1,-0.664817666747755,327.088481618736,-0.568249276814414,-0.708574053227701,96.9,2005,3667918,22.6800003051758,56.9000015258789,13.4200000762939,0.939508497714996,3,24,1,0,3
-25,1,-0.898717920555371,323.498647180657,-1.0863374774272,-0.503634788142787,96.9,2005,4369591,11.4799995422363,82.0699996948242,1.39999997615814,0.963585436344147,3,19.8000000119209,1,0,2
-17,1,-0.69343918171979,326.649206763561,-0.476696893724809,-0.781365592587604,96.9,2009,1964907,0.689999997615814,96.8199996948242,1.11000001430511,0.948824346065521,3,32,1,0,3
-59,1,-1.85325461475951,308.84869002378,-1.1518179949242,-1.0858334179176,96.9,2005,1964733,0.0900000035762787,98.3499984741211,0.259999990463257,0.865100085735321,3,53,4,0,3
-65,1,-1.98308377826662,306.856109021246,-1.55667102093684,-1.3257981803621,96.9,2005,1964733,0.150000005960464,96.4000015258789,3.40000009536743,0.948743224143982,3,98,6,0,3
-71,1,-0.559459961473814,328.705481654232,-1.48681133439792,-0.391339300425024,96.9,2005,4469799,2.38000011444092,97.1399993896484,0,0.893481731414795,3,35,2,1,2
-1,1,-0.520326875900927,329.30608509938,-0.718821444219528,-0.486389409671845,96.9,2005,3066506,22.1299991607666,61.5900001525879,3.75999999046326,0.659707725048065,2,23,1,1,3
-23,1,0.0911132668952673,338.690294161586,-0.606437422738568,0.421800347245542,96.9,2006,1964527,1.14999997615814,96.9300003051758,0,0.839080452919006,3,26,1,1,3
-40,1,1.22703341626614,356.124072897344,-0.202054363526129,0.384702730767353,96.9,2009,5472256,26.9899997711182,64.8600006103516,0.850000023841858,0.657045841217041,2,25.4000000059605,1,0.400000005960464,2
-91,1,-1.2638180125606,317.895195015512,-1.59494649039936,-0.809439464517044,96.9,2007,1964733,0.0799999982118607,91.0100021362305,8.34000015258789,0.974898815155029,3,65,5,1,3
-48,1,-1.38153098880165,316.088569802243,-1.42990856618703,-1.09118082209464,96.9,2006,3066670,0,97.8399963378906,0,0.89018303155899,3,28,0,0,4
-58,1,-1.78415752512847,309.909172464011,-1.58048653391717,-0.948137760358922,96.9,2007,3066670,0.550000011920929,98.4800033569336,0,0.972299158573151,3,34,1,0,4
-32,1,-1.64141053352146,312.100012610873,-1.22622187469711,-1.40079552394504,96.9,2005,3667819,8.5,81.1100006103516,7.78999996185303,0.642266809940338,2,37.75,3,1,3
-24,1,-0.714801930232831,326.321337387382,-1.05062863023716,-0.557777255435278,96.9,2005,3667819,10.3999996185303,80.4899978637695,5.48999977111816,0.806074738502502,3,39,3,0,3
-47,1,-2.11917434416414,304.767429799211,-1.1949899719723,-1.46884124209782,96.9,2007,3968676,6.1399998664856,69.3099975585938,11.6300001144409,0.835218071937561,3,30,1,2,2
-98,1,-1.84175195979996,309.025229494049,-1.7698026309207,-1.0703259458042,96.9,2006,3968676,1.44000005722046,55.5299987792969,33.4099998474121,0.826923072338104,3,26,1,1,2
0,1,0.815781813948526,349.812300504274,0.201620543408715,0.182169797562108,96.9,2009,3367173,4.67000007629395,90.1900024414062,2.02999997138977,0.861244022846222,3,41,1,0,4
-49,1,0.29419678757867,341.807162161889,-0.958765297277589,0.114993032588088,96.9,2008,1964733,0.0900000035762787,98.0800018310547,1.00999999046326,0.967948734760284,3,60,4,1,3
