Date,Open,High,Low,Close,Adj Close,Volume
2023-09-27,1.214654,1.216427,1.212959,1.214683,1.214683,0
2023-09-28,1.213725,1.222345,1.212121,1.213533,1.213533,0
2023-09-29,1.220852,1.227144,1.218249,1.220480,1.220480,0
2023-10-02,1.219111,1.221956,1.211637,1.219304,1.219304,0
2023-10-03,1.208883,1.210097,1.205458,1.209117,1.209117,0
2023-10-04,1.207846,1.217597,1.204253,1.207846,1.207846,0
2023-10-05,1.213651,1.217389,1.210903,1.213740,1.213740,0
2023-10-06,1.218873,1.226076,1.210771,1.218769,1.218769,0
2023-10-09,1.222195,1.222434,1.216427,1.222090,1.222090,0
2023-10-10,1.225250,1.228773,1.221329,1.225040,1.225040,0
2023-10-11,1.229196,1.233608,1.227054,1.229136,1.229136,0
2023-10-12,1.231694,1.233076,1.220718,1.231633,1.231633,0
2023-10-13,1.218398,1.222345,1.213268,1.218324,1.218324,0
2023-10-16,1.215480,1.219959,1.214432,1.215377,1.215377,0
2023-10-17,1.221255,1.221687,1.213474,1.221150,1.221150,0
2023-10-18,1.217804,1.221165,1.214034,1.217878,1.217878,0
2023-10-19,1.214359,1.215894,1.209278,1.214344,1.214344,0
2023-10-20,1.213725,1.216027,1.209482,1.213725,1.213725,0
2023-10-23,1.216382,1.223616,1.214329,1.216397,1.216397,0
2023-10-24,1.225145,1.228833,1.215953,1.225025,1.225025,0
2023-10-25,1.216323,1.217730,1.211563,1.216190,1.216190,0
2023-10-26,1.210214,1.213195,1.207044,1.210346,1.210346,0
2023-10-27,1.213607,1.216175,1.210654,1.213710,1.213710,0
2023-10-30,1.211314,1.216589,1.209263,1.211372,1.211372,0
2023-10-31,1.216520,1.219929,1.212004,1.216575,1.216575,0
2023-11-01,1.215126,1.216515,1.209775,1.215214,1.215214,0
2023-11-02,1.218428,1.222419,1.215643,1.218220,1.218220,0
2023-11-03,1.219096,1.237455,1.218546,1.219185,1.219185,0
2023-11-06,1.237226,1.242946,1.236690,1.237379,1.237379,0
2023-11-07,1.234446,1.234760,1.227717,1.234553,1.234553,0
2023-11-08,1.229015,1.230133,1.224335,1.229181,1.229181,0
2023-11-09,1.228607,1.230921,1.225385,1.228501,1.228501,0
2023-11-10,1.221598,1.223825,1.218903,1.221702,1.221702,0
2023-11-13,1.223032,1.227175,1.222464,1.222823,1.222823,0
2023-11-14,1.228034,1.248798,1.226542,1.228064,1.228064,0
2023-11-15,1.249407,1.249922,1.240572,1.249453,1.249453,0
2023-11-16,1.242375,1.245516,1.237823,1.242236,1.242236,0
2023-11-17,1.241573,1.244245,1.237593,1.241496,1.241496,0
2023-11-20,1.245407,1.251016,1.244679,1.245454,1.245454,0
2023-11-21,1.250907,1.255840,1.250578,1.250907,1.250907,0
2023-11-22,1.254548,1.254878,1.244927,1.254422,1.254422,0
2023-11-23,1.249110,1.256281,1.248985,1.249001,1.249001,0
2023-11-24,1.253290,1.261670,1.252536,1.253353,1.253353,0
2023-11-27,1.260097,1.264414,1.259208,1.260033,1.260033,0
2023-11-28,1.263568,1.271407,1.260827,1.263440,1.263440,0
2023-11-29,1.271343,1.273253,1.266641,1.271230,1.271230,0
2023-11-30,1.269583,1.271003,1.260557,1.269640,1.269640,0
2023-12-01,1.263185,1.268971,1.261607,1.263169,1.263169,0
2023-12-04,1.271213,1.271278,1.260573,1.271310,1.271310,0
2023-12-05,1.263408,1.265054,1.258336,1.263408,1.263408,0
2023-12-06,1.259493,1.261384,1.258178,1.259446,1.259446,0
2023-12-07,1.255800,1.259382,1.254548,1.255871,1.255871,0
2023-12-08,1.258810,1.260112,1.250469,1.258954,1.258954,0
2023-12-11,1.255745,1.259129,1.253588,1.255477,1.255477,0
2023-12-12,1.255414,1.260843,1.251862,1.255461,1.255461,0
2023-12-13,1.256970,1.257071,1.250625,1.257071,1.257071,0
2023-12-14,1.262164,1.277906,1.261416,1.262292,1.262292,0
2023-12-15,1.277107,1.279100,1.268553,1.277139,1.277139,0
2023-12-18,1.267283,1.270357,1.263057,1.267234,1.267234,0
2023-12-19,1.265342,1.276145,1.265022,1.265182,1.265182,0
2023-12-20,1.273075,1.273107,1.263280,1.273269,1.273269,0
2023-12-21,1.264063,1.269213,1.261479,1.264127,1.264127,0
2023-12-22,1.268617,1.274535,1.268070,1.268499,1.268499,0
2023-12-25,1.267700,1.274665,1.267700,1.267700,1.267700,0
2023-12-26,1.270487,1.271941,1.268553,1.270487,1.270487,0
2023-12-27,1.272831,1.280115,1.270051,1.272718,1.272718,0
2023-12-28,1.280229,1.282676,1.274015,1.280082,1.280082,0
2023-12-29,1.273545,1.277253,1.270277,1.273399,1.273399,0
2024-01-01,1.273000,1.273300,1.269358,1.273000,1.273000,0
2024-01-02,1.272848,1.276064,1.261241,1.272880,1.272880,0
2024-01-03,1.262371,1.265246,1.261830,1.262307,1.262307,0
2024-01-04,1.267524,1.272815,1.265791,1.267427,1.267427,0
2024-01-05,1.268215,1.277009,1.261289,1.268408,1.268408,0
2024-01-08,1.271698,1.276503,1.267507,1.271779,1.271779,0
2024-01-09,1.274194,1.276503,1.269164,1.274519,1.274519,0
2024-01-10,1.271456,1.274210,1.268730,1.271294,1.271294,0
2024-01-11,1.274519,1.277465,1.269100,1.274519,1.274519,0
2024-01-12,1.277955,1.278462,1.272135,1.277776,1.277776,0
2024-01-15,1.273642,1.274015,1.271423,1.273658,1.273658,0
2024-01-16,1.271715,1.271715,1.262100,1.271617,1.271617,0
2024-01-17,1.263920,1.269551,1.259747,1.263855,1.263855,0
2024-01-18,1.267765,1.270487,1.265054,1.267684,1.267684,0
2024-01-19,1.271197,1.271617,1.266320,1.270987,1.270987,0
2024-01-22,1.270083,1.273075,1.268826,1.269986,1.269986,0
2024-01-23,1.270826,1.274714,1.265534,1.270696,1.270696,0
2024-01-24,1.269422,1.277368,1.268681,1.269197,1.269197,0
2024-01-25,1.271844,1.274226,1.269293,1.271876,1.271876,0
2024-01-26,1.270696,1.275754,1.267732,1.270826,1.270826,0
2024-01-29,1.269712,1.271941,1.266320,1.269761,1.269761,0
2024-01-30,1.271407,1.272135,1.264286,1.271326,1.271326,0
2024-01-31,1.269519,1.274925,1.266785,1.269551,1.269551,0
2024-02-01,1.268070,1.272540,1.262629,1.267845,1.267845,0
2024-02-02,1.274730,1.277286,1.262371,1.274730,1.274730,0
2024-02-05,1.261686,1.262993,1.252003,1.262196,1.262196,0
2024-02-06,1.253447,1.259462,1.253447,1.253447,1.253447,0
2024-02-07,1.260398,1.264191,1.259763,1.260653,1.260653,0
2024-02-08,1.262754,1.263903,1.257482,1.262738,1.262738,0
2024-02-09,1.262148,1.264223,1.260097,1.262053,1.262053,0
2024-02-12,1.263871,1.265406,1.260748,1.263727,1.263727,0
2024-02-13,1.262754,1.268343,1.257782,1.262754,1.262754,0
2024-02-14,1.259129,1.261099,1.253698,1.259065,1.259065,0
2024-02-15,1.256818,1.259652,1.254264,1.256834,1.256834,0
2024-02-16,1.259922,1.260239,1.255445,1.259922,1.259922,0
2024-02-19,1.261114,1.262977,1.258336,1.261114,1.261114,0
2024-02-20,1.258827,1.266705,1.258020,1.258764,1.258764,0
2024-02-21,1.262642,1.263791,1.260398,1.262738,1.262738,0
2024-02-22,1.263887,1.270971,1.261257,1.263807,1.263807,0
2024-02-23,1.266143,1.270180,1.264974,1.266368,1.266368,0
2024-02-26,1.267106,1.269954,1.265727,1.267267,1.267267,0
2024-02-27,1.268456,1.269690,1.266191,1.268456,1.268456,0
2024-02-28,1.268649,1.268649,1.262403,1.266111,1.266111,0
